-2.5445,7.04,0.45393,-0.89104,-0.38551,-0.9227,-3.4877
-2.1267,5.6307,0.56077,-0.82797,-0.65568,-0.75504,0.90266
-0.69736,4.162,0.61376,-0.78949,-0.80666,-0.59102,1.997
0.78121,3.1493,0.6198,-0.78476,-0.90417,-0.42718,-1.4372
1.0141,1.827,0.58768,-0.80909,-0.94861,-0.31644,2.0278
2.1258,0.71574,0.51062,-0.85981,-0.96491,-0.2626,-1.9888
1.8853,-1.0762,0.42951,-0.90306,-0.96522,-0.26145,-0.67751
2.0974,-2.7587,0.33287,-0.94297,-0.93682,-0.34981,2.1168
3.4936,-5.0227,0.19377,-0.98105,-0.85882,-0.51228,2.535
6.1835,-9.8417,-0.040072,-0.9992,-0.61516,-0.7884,-2.4936
0.075103,-0.071137,0.00089999,-1,-0.029169,-0.99957,-1.0846
-0.65919,0.98463,0.014382,-0.9999,-0.03953,-0.99922,-0.61299
-0.93587,1.2646,0.050785,-0.99871,-0.11229,-0.99368,1.4709
0.33117,-0.75321,0.044445,-0.99901,-0.11323,-0.99357,-2.5002
-1.0435,1.0833,0.075661,-0.99713,-0.14319,-0.98969,0.54217
-0.28441,-0.1953,0.08984,-0.99596,-0.14338,-0.98967,-1.7078
-0.92331,0.46192,0.14073,-0.99005,-0.15839,-0.98738,-3.175
-2.1641,1.8749,0.21752,-0.97606,-0.21468,-0.97668,-1.603
-2.1389,1.2878,0.31944,-0.94761,-0.30153,-0.95346,1.2452
-0.72625,-0.91747,0.38972,-0.92093,-0.31304,-0.94974,-1.9642
-0.72995,-1.3585,0.41185,-0.91125,-0.2436,-0.96988,-1.1189
-0.27813,-2.1736,0.45485,-0.89057,-0.15919,-0.98725,-2.5213
-0.56334,-1.9979,0.45941,-0.88823,-0.038075,-0.99927,2.33
1.8428,-5.2365,0.44275,-0.89665,0.1192,-0.99287,3.0791
4.5398,-8.8193,0.28599,-0.95823,0.47742,-0.87868,0.17635
3.3619,-5.8227,0.091216,-0.99583,0.75681,-0.65364,2.9511
3.4907,-3.9922,-0.09334,-0.99563,0.89032,-0.45534,-3.0642
2.0373,-1.5601,-0.22741,-0.9738,0.94964,-0.31335,-1.3723
1.2917,0.10394,-0.30551,-0.95219,0.95749,-0.28846,0.69081
1.1572,1.6115,-0.36073,-0.93267,0.94658,-0.32247,-2.6238
-0.17524,3.0155,-0.38225,-0.92406,0.89579,-0.44448,2.3421
-0.20594,4.2832,-0.35575,-0.93458,0.8097,-0.58685,3.1168
-0.23225,5.3932,-0.37663,-0.92636,0.6414,-0.76721,2.8397
-0.52304,6.4225,-0.33629,-0.94176,0.36794,-0.92985,0.74633
